Datetime,Tweet Id,Tweet,Username,Language,Sentiment
2022-12-29 06:20:20+00:00,1.60835E+18,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/tEpN0Pxskf,KulopJambi_NKRI,in,Positive
2022-12-29 06:10:52+00:00,1.60834E+18,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/O1bssGFUp5,sebhayu,in,Positive
2022-12-29 06:10:31+00:00,1.60834E+18,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/6QlsUkPBWy,halaucovid,in,Positive
2022-12-29 05:35:13+00:00,1.60834E+18,Pak Jokowi Hebat..  pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/LI2YfNITFw,TriandaAgustus,in,Positive
2022-12-29 05:00:28+00:00,1.60833E+18,Menko Airlangga: Ekonomi kuat Indonesia modal hadapi resesi 2023 https://t.co/k9wW6yafMD https://t.co/FLtnLwcPIc,tegan_diego,in,Positive
2022-12-29 04:46:59+00:00,1.60832E+18,"[HASIL KAJIAN KASTRA]

Hasil Kajian FDI (Forum Diskusi Industri) dengan tema
""Skenario Perekonomian dalam Rangka Mitigasi Resesi Ekonomi 2023""

Hasil kajian Forum Diskusi Industri dapat di akses melalui
link berikut:
https://t.co/limCzb1nt2 https://t.co/UijpXvRMRN",hmti_ftuh,in,Neutral
2022-12-29 02:43:50+00:00,1.60829E+18,"Masik mau ribut?

Hambok mikir gess, 2023 suda di depan mata yg katanya bakal ada anceman resesi ekonomi, mosok mau gtu terus?",degreatiskandar,in,Negative
2022-12-29 02:24:42+00:00,1.60829E+18,"Erick Thohir
Yakin 2023 Ekonomi Indonesia Tetap Cerah
Hadapi resesi perekonomian Indonesia diyakini @erickthohir akan tetap tumbuh lima persen
#indonesiamaju #indonesiamerdeka #bumnuntuknegeri #bumnuntukindonesia #bumn  #erthoforwapres  #erickthohirwapres #erickthohirsolusirakyat https://t.co/eEvhlN1rAy",merryround3,in,Positive
2022-12-29 02:18:41+00:00,1.60829E+18,"Masmen BUMN Erick Thohir menegaskan kita tidak perlu takut menghadapi resesi global
yang diperlukan adalah gotong royong dan mengurangi kebutuhan konsumtif yang bukan primer

Insya Allah di tahun 2023 ekonomi nasional tetap tumbuh positif 
@erickthohir 
#BangkitBersamaET https://t.co/YDs5zKu79S",DM_N4BYL,in,Positive
2022-12-28 23:15:40+00:00,1.60824E+18,"5 Ramalan Ekonomi 2023, Resesi sampai Bangkrut Massal https://t.co/9ULcuJYsO1",cnbcindonesia,in,Negative
2022-12-28 16:16:33+00:00,1.60813E+18,"Ya, masalah 'ekonomi skala mikro' ini memberi diri untuk mengevaluasi diri dari sudut pandang 'uang'.

Terima kasih untuk pelajaran baiknya 2022. Dan masih akan lebih meng-'ikat pinggang' pengeluaran untuk bertahan di resesi 2023 &amp; 'black swan' lain di tahun depan.",runic0dds,in,Negative
2022-12-28 16:09:59+00:00,1.60813E+18,"Ramalan Resesi Ekonomi 2023 Versi Bank Dunia, ADB, hingga IMF https://t.co/W5dY8CtUxQ",turius_w,in,Negative
2022-12-28 13:50:03+00:00,1.6081E+18,Refleksi UMKM di Tahun 2022 dan Outlook Tahun 2023 (Resesi Ekonomi Dunia) https://t.co/zpzzU9qjJz lewat @SUMATERA POST,sumatera_post,in,Positive
2022-12-28 13:39:59+00:00,1.6081E+18,Refleksi UMKM di Tahun 2022 &amp; Outlook Tahun 2023 (Resesi Ekonomi Dunia) https://t.co/3tJqSXfJSF lewat @SUMATERA POST,sumatera_post,in,Positive
2022-12-28 12:07:34+00:00,1.60807E+18,"Tahun 2023 tepat di depan mata. Tahun tersebut konon diproyeksikan menjadi tahun yang penuh keriuhan. Bukan saja karena resesi ekonomi yang sedang menghantui, gelagak politik akbar juga diperkirakan akan terjadi.

Ulasan Muh. Akbar:
https://t.co/JHgFSCsvlU",omongomongcom,in,Negative
2022-12-28 11:21:46+00:00,1.60806E+18,"2023 sudah didepan mata, yuk belanja biar resesi semakin jauh! 

Ekonomi Indonesia diprediksi akan terus tumbuh di tahun depan, jadi enaknya investasi apa? Properti masih menjadi salah satu investasi yang menjanjikan, bahkan permintaan properti di Indonesia mengalami kenaikan. https://t.co/BxX8l5cCWy",Metland_id,in,Positive
2022-12-28 09:26:21+00:00,1.60803E+18,"Refleksi UMKM di Tahun 2022 dan Outlook Tahun 2023, Resesi Ekonomi Dunia https://t.co/3oSYnCBzkX",JakartaNewsID1,in,Positive
2022-12-28 08:56:06+00:00,1.60802E+18,"""Saya optimis kita mampu menghadapi ancaman ekonomi global, dan mengajak seluruh masyarakat agar positif dalam memandang ancaman ekonomi global sebagai tantangan untuk terus meningkatkan ekonomi,"" ujar Gus Muhaimin

#gaspoll #GusMuhaiminAsikPoll #resesi #ekonomi #2023 https://t.co/lJoh0iyVzi",LamonganPkb,in,Positive
2022-12-28 08:31:23+00:00,1.60802E+18,"Resesi ekonomi berlaku juga di dunia gaib, banyak setan yg mulai hilang pekerjaan menjelang 2023.",madheong,in,Negative
2022-12-28 08:26:02+00:00,1.60802E+18,Tips dari Ekonom agar Aman dari Ancaman Resesi Ekonomi 2023 #Ekonomi https://t.co/f3l5kV0qT5,jpnncom,in,Neutral
2022-12-28 08:21:26+00:00,1.60802E+18,"Menuju Tahun Baru 2023, persaingan ekonomi di dunia menunjukan masing masing negara berupaya untuk menghindari resesi. Ekonomi Indonesia mampu menyaingi dua negara maju yaitu Amerika dan China. UMKM menjadi salah satu faktor utama majunya ekonomi Indonesia. https://t.co/tTnF8OEmb7",JayaKatwang15,in,Positive
2022-12-28 08:02:20+00:00,1.60801E+18,"Pak Bahlil ni orangnya pede dan pengen banget memajukan ekonomi ind di thn 2023, jangan termakan isu2 resesi dan semacamnya. Beliau solutif dalam memajukan UMKM.

Langsung aja vote disini gapake lama: https://t.co/nHXwZDGHax…
#BahlilPaten",jeonalkaaa,in,Positive
\,1.60799E+18,Jokowi Kerja Nyata pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/MFw630XLsk,HinataAgustus,in,Positive
2022-12-28 06:24:03+00:00,1.60799E+18,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/0Xxx73ZHSE,kharism79,in,Positive
2022-12-28 06:17:24+00:00,1.60798E+18,"Partai Kebangkitan Bangsa (PKB) tawarkan program baru untuk mencegah resesi ekonomi yang dikhawatirkan terjadi pada 2023 mendatang.

https://t.co/XkQKTUTBhi",athoillah_sah,in,Positive
2022-12-28 06:11:24+00:00,1.60798E+18,"Berkaca pada pandemi, Indonesia dinilai mampu hadapi ancaman resesi

Menteri BUMN @erickthohir optimis, di 2023 ekonomi Indonesia tetap cerah &amp; tetap akan tumbuh di angka lima persen

#BangkitBersamaET https://t.co/VsiX0URoDU",chaterine_8,in,Positive
2022-12-28 06:10:29+00:00,1.60798E+18,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/R9ZOZI4KPN,sebhayu,in,Positive
2022-12-28 06:10:20+00:00,1.60798E+18,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/35RKs7ze1P,halaucovid,in,Positive
2022-12-28 06:08:10+00:00,1.60798E+18,"“Saya ingatkan, tahun 2023 dunia akan menghadapi ancaman resesi ekonomi global, termasuk Indonesia yang saat ini sedang mencoba pulih dan bangkit akibat pandemi COVID-19,"" kata ST Burhanuddin. https://t.co/GfGpaxW9xJ",kumparan,in,Negative
2022-12-28 04:56:56+00:00,1.60796E+18,"Pertumbuhan ekonomi Indonesia yg kuat pd thn 2022 dpt menjadi bekal untuk menghadapi potensi resesi global pada tahun 2023,bahkan Menteri BUMN @erickthohir optimis ekonomi Indonesia akan terus tumbuh cerah hingga tahun 2045.
#BangkitBersamaET https://t.co/VZy8HXTW6W",abi_sasaLL,in,Positive
2022-12-28 04:55:50+00:00,1.60796E+18,Ancaman resesi global semakin tinggi. Manfaatkan peluang Two Ways Opportunity ditengah ketidakpastian ekonomi di 2023. Bagaimana caranya? Tonton video di atas. https://t.co/NoyaNkR36Q,GKInvest,in,Negative
2022-12-28 04:12:17+00:00,1.60795E+18,"Udh mau 2023 msh aja ngebela artis kyk bela negara...😂
Gak usah dibela mereka dpt cuan,
Km dpt apa??

Pikirin aja diri sendiri, thn dpn resesi ekonomi msh bs makan gak?

Gak usah mampir2 di lapak org lain jika tak sepaham anjirr 😏",mickeykoew,in,Neutral
2022-12-28 00:50:33+00:00,1.6079E+18,"Gus Muhaimin optimistis masyarakat Indonesia mampu menghadapi ancaman ekonomi dan resesi global. Sebab pertumbuhan ekonomi Indonesia diprediksi berkisar 4,5 hingga 5,3 persen di 2023.

#gaspoll #GusMuhaiminAsikPoll https://t.co/V4VvM9dbpO",gaspoll2024,in,Positive
2022-12-28 00:01:07+00:00,1.60789E+18,#GanjarPranowo Beri Tips Agar Ekonomi RI Tak Kena Ancaman Resesi 2023. 👍🏻👍🏻❤️🇮🇩✊💪 https://t.co/1iktLVYmwC,RizkiR4madani,in,Positive
2022-12-27 23:05:45+00:00,1.60788E+18,"Jelang Resesi Ekonomi 2023, Emak-Emak Harus Gimana? https://t.co/r44AoqD9e5 https://t.co/Ak5iD3ASwf",penulisprocom,in,Negative
2022-12-27 14:55:41+00:00,1.60775E+18,"melihat kemacetan kendaraan yg mau liburan, rasanya nggak mungkin resesi ekonomi 2023, optimis saja",adeirfan,in,Negative
2022-12-27 14:05:34+00:00,1.60774E+18,Ganjar Pranowo Beri Tips Agar Ekonomi RI Tak Kena Ancaman Resesi 2023 https://t.co/YrCfPjrcEn,Bisniscom,in,Positive
2022-12-27 13:45:48+00:00,1.60773E+18,"Kabarnya, tahun 2023 besok akan terjadi resesi ekonomi, ya?
Gimana kita harus menghadapinya?
Kalau kata mb @LeylaImtichanah kita harus punya strategi ekonomi yg baik.
Lalu apa hubungannya sama CEO perusahaan2 di Indonesia?
Kita simak Selasa ini di sini:

https://t.co/y3Lwac0bhy",dekamuslim,in,Negative
2022-12-27 12:10:22+00:00,1.60771E+18,"Siapa yg penasaran tugas CEO apa aja?Baca blog bu 
@duniaeni deh Selasa ini.Bicara ttg CEO,katanya tahun 2023 ada resesi.Tapi ternyata bbrp CEO perusahaan besar di Indonesia malah berusaha optimis dgn peningkatan ekonomi mendatang lho.Salah satunya CEO JNE
https://t.co/vAkHf3OK6o",april_hamsa,in,Positive
2022-12-27 12:06:55+00:00,1.60771E+18,aku memprediksi 2023 akan terjadi resesi ekonomi akibat kecanduan konser,arundaya__,in,Negative
2022-12-27 11:25:06+00:00,1.6077E+18,"Benarkah tahun 2023 terjadi resesi ekonomi? Ekonomi negara dalam kegelapan? DUh, serem ya mikirin ini. Mending baca yang positif aja deh,kayak berita CEO yang bertemu untuk diskusi soal ekonomi spt yang mb @LeylaImtichanah tulis ini,
https://t.co/eWjN2kyxNt Selasa",duniaeni,in,Negative
2022-12-27 10:57:11+00:00,1.60769E+18,Bersiap menghadapi potensi resesi 2023. Mari berdayakan ekonomi domestik dan perkuat ketahanan pangan Kabupaten Ciamis. https://t.co/n8qiunFkQn,herdiat_sunarya,in,Negative
2022-12-27 10:54:16+00:00,1.60769E+18,"""Dunia Gelap, Prediksi Resesi Ekonomi 2023"" https://t.co/SACDRTkF2T",idx_channel,in,Negative
2022-12-27 10:32:52+00:00,1.60769E+18,"Elon Musk dan beberapa ekonom barat memperkirakan akan terjadi resesi ekonomi di tahun 2023 dan diperkirakan mulai pulih di Q2 tahun 2024
.
Siap-siap ya gaess ☂️💪 https://t.co/vYB3rax5yr",BajulCoin,in,Negative
2022-12-27 10:16:40+00:00,1.60768E+18,"Langkah Penting Untuk Menghadapi Isu Resesi 2023

#EKONOMİ 
#INFO 

https://t.co/F5lC7hkyeq",DelixNews,in,Negative
2022-12-27 10:16:04+00:00,1.60768E+18,"Ramalan Resesi Ekonomi 2023 Versi Bank Dunia, ADB, hingga IMF https://t.co/BGOtVkTbQ6",Bisniscom,in,Negative
2022-12-27 07:34:40+00:00,1.60764E+18,"@ozaniska @waluhrebus @Nov_ietha @CNNIndonesia jangan heran,anggep aja ini latian,karena justru taun 2023 nanti yang ditakutin bukan resesi,tapi para fanboy yang tadinya bego tiba"" jadi pakar ekonomi/politik buat persiapan event besar di 2024 (contohnya ya buzer atau yang suka ngomong drandrundrandrun kalau beda opini) hehehe",Agustapratama9,in,Negative
2022-12-27 06:10:35+00:00,1.60762E+18,Pak Jokowi Hebat.. Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/weArz6jlr9,deniangria,in,Positive
2022-12-27 06:06:59+00:00,1.60762E+18,"Kami optimis di tahun 2023, meski di tengah resesi global, sektor pariwisata dan ekonomi kreatif akan terus mendatangkan banyak peluang usaha. Ikhtiar mewujudkan 4,4 juta penciptaan lapangan kerja baru di tahun 2024 bisa terwujud.",sandiuno,in,Positive
2022-12-27 01:24:54+00:00,1.60755E+18,"Pengamat kebijakan publik Dr. Erwin Permana merefleksi keadaan ekonomi 2022 serta memberikan pandangannya untuk ekonomi ke depan. Menurutnya, pada 2022, kapitalisme dan neoliberalisme makin menjadi dengan bayangan resesi global pada 2023 sehingga butuh solusi mendasar.",Fadlin10247517,in,Negative
2022-12-27 00:09:51+00:00,1.60753E+18,"Partai Kebangkitan Bangsa @DPP_PKB tawarkan program baru untuk mencegah resesi ekonomi yang dikhawatirkan terjadi pada 2023 mendatang.
https://t.co/ovGgovkagr",dpwpkbjatim_,in,Negative
2022-12-26 23:22:03+00:00,1.60752E+18,"""Prospek Ekonomi Indonesia 2023 ditengah Ancaman Resesi Global yang Suram dan Penuh Ketidakpastian""

Simak Pembahasannya dalam ""Outlook Indonesia 2023"" pada Selasa, 27 Desember 2022 pukul 08.00 WIB

LIVE di Radio Elshinta 90 FM dan Media Sosial Elshinta. https://t.co/LFGFDK9543",RadioElshinta,in,Negative
2022-12-26 23:19:24+00:00,1.60752E+18,"Pengamat kebijakan publik Dr. Erwin Permana merefleksi keadaan ekonomi 2022 serta memberikan pandangannya untuk ekonomi ke depan. Menurutnya, pada 2022, kapitalisme dan neoliberalisme makin menjadi dengan bayangan resesi global pada 2023 sehingga butuh solusi mendasar. https://t.co/j4pynCLsdp",Shari_Syahidah,in,Negative
2022-12-26 12:30:58+00:00,1.60735E+18,"Pengamat kebijakan publik Dr. Erwin Permana merefleksi keadaan ekonomi 2022 serta memberikan pandangannya untuk ekonomi ke depan. Menurutnya, pada 2022, kapitalisme dan neoliberalisme makin menjadi dengan bayangan resesi global pada 2023 

https://t.co/3mMx5SIqKP https://t.co/YdKzQbY7Nn",Syifa58509883,in,Negative
2022-12-26 12:08:13+00:00,1.60735E+18,"@MandiriRusman @BlekokUhuy @Rasanya_Abah @LAODE79285118 @MetdroS @JoyKailan @MNurhuda0209 @AntonKu08408962 @763916e81 @HRMalik12 @elonmusk @_M45Broo @BondanP63263423 @PaimoMontok @enny_endah2 @Kanjeng2022 @Kris_Simpati @HendraSien @harris_new2 @Gatal_Jamur @fariedza @Era25803754 @d30n3 @chillinaris_inc @BM7NOGO @jokowi @ruhutsitompul @aleumdaoen @alifahzi @azisaleasa @detektifcanon94 @Twitter @LumowaS @Karuhun_69 @kadrunbuatlucu2 @BeiKhiar @PlateJohnny @kemkominfo @ppidkominfo @BPRTIK_KOMINFO @Ir2Kominfo @kemkominfo_id @bpostelsdpppi @idenTIKKominfo @KejaksaanRI @PDemokrat @SitiNurbayaLHK @Syahrul_YL @SBYudhoyono Tim ekonomi memang harus antisipatif terhadap ancaman resesi global 2023 dan ketidakpastian tahun politik 2024 yg mengancam stabilitas makroekonomi #Indonesia.

Namun tampaknya hanya @kementan yg perlu figur baru krn kita membutuhkan ketahanan pangan dalam menghadapi resesi 2023. https://t.co/2BiJfJVb6f",_SEKNAS_RI,in,Negative
2022-12-26 10:39:56+00:00,1.60733E+18,"bersamamu, saya siap menghadapi ekonomi resesi 2023 🤚 https://t.co/56dEx1oDAN",rynssu,in,Positive
