Datetime,Tweet Id,Tweet,Username,Language
2022-12-29 08:11:22+00:00,1608375106086260736,"Kemarin di Bandung, sempat melihat butik Coach akan dibuka Januari 2023 di sebuah mal. Lalu Uniqlo sudah buka gerai sendiri di kawasan Jl. Riau. Ada juga bangunan resto baru Okinawa Sushi dekat situ.

Resesi ekonomi 2023? 🤔",Bataviase77,in
2022-12-29 06:24:04+00:00,1608348105015021568,"Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 
#JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/sFgrPJy7r3",khorimkarim,in
2022-12-29 06:20:20+00:00,1608347167072174080,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/tEpN0Pxskf,KulopJambi_NKRI,in
2022-12-29 06:10:52+00:00,1608344784564805632,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/O1bssGFUp5,sebhayu,in
2022-12-29 06:10:31+00:00,1608344695423254528,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/6QlsUkPBWy,halaucovid,in
2022-12-29 05:35:13+00:00,1608335810947948548,Pak Jokowi Hebat..  pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/LI2YfNITFw,TriandaAgustus,in
2022-12-29 05:00:28+00:00,1608327067069992965,Menko Airlangga: Ekonomi kuat Indonesia modal hadapi resesi 2023 https://t.co/k9wW6yafMD https://t.co/FLtnLwcPIc,tegan_diego,in
2022-12-29 04:46:59+00:00,1608323672867213312,"[HASIL KAJIAN KASTRA]

Hasil Kajian FDI (Forum Diskusi Industri) dengan tema
""Skenario Perekonomian dalam Rangka Mitigasi Resesi Ekonomi 2023""

Hasil kajian Forum Diskusi Industri dapat di akses melalui
link berikut:
https://t.co/limCzb1nt2 https://t.co/UijpXvRMRN",hmti_ftuh,in
2022-12-29 02:43:50+00:00,1608292679195967489,"Masik mau ribut?

Hambok mikir gess, 2023 suda di depan mata yg katanya bakal ada anceman resesi ekonomi, mosok mau gtu terus?",degreatiskandar,in
2022-12-29 02:24:42+00:00,1608287867876302850,"Erick Thohir
Yakin 2023 Ekonomi Indonesia Tetap Cerah
Hadapi resesi perekonomian Indonesia diyakini @erickthohir akan tetap tumbuh lima persen
#indonesiamaju #indonesiamerdeka #bumnuntuknegeri #bumnuntukindonesia #bumn  #erthoforwapres  #erickthohirwapres #erickthohirsolusirakyat https://t.co/eEvhlN1rAy",merryround3,in
2022-12-29 02:18:41+00:00,1608286351522418688,"Masmen BUMN Erick Thohir menegaskan kita tidak perlu takut menghadapi resesi global
yang diperlukan adalah gotong royong dan mengurangi kebutuhan konsumtif yang bukan primer

Insya Allah di tahun 2023 ekonomi nasional tetap tumbuh positif 
@erickthohir 
#BangkitBersamaET https://t.co/YDs5zKu79S",DM_N4BYL,in
2022-12-28 23:15:40+00:00,1608240294025375744,"5 Ramalan Ekonomi 2023, Resesi sampai Bangkrut Massal https://t.co/9ULcuJYsO1",cnbcindonesia,in
2022-12-28 16:16:33+00:00,1608134820827394048,"Ya, masalah 'ekonomi skala mikro' ini memberi diri untuk mengevaluasi diri dari sudut pandang 'uang'.

Terima kasih untuk pelajaran baiknya 2022. Dan masih akan lebih meng-'ikat pinggang' pengeluaran untuk bertahan di resesi 2023 &amp; 'black swan' lain di tahun depan.",runic0dds,in
2022-12-28 16:09:59+00:00,1608133166631649280,"Ramalan Resesi Ekonomi 2023 Versi Bank Dunia, ADB, hingga IMF https://t.co/W5dY8CtUxQ",turius_w,in
2022-12-28 13:50:03+00:00,1608097950869393408,Refleksi UMKM di Tahun 2022 dan Outlook Tahun 2023 (Resesi Ekonomi Dunia) https://t.co/zpzzU9qjJz lewat @SUMATERA POST,sumatera_post,in
2022-12-28 13:39:59+00:00,1608095418696761351,Refleksi UMKM di Tahun 2022 &amp; Outlook Tahun 2023 (Resesi Ekonomi Dunia) https://t.co/3tJqSXfJSF lewat @SUMATERA POST,sumatera_post,in
2022-12-28 12:07:34+00:00,1608072160903593984,"Tahun 2023 tepat di depan mata. Tahun tersebut konon diproyeksikan menjadi tahun yang penuh keriuhan. Bukan saja karena resesi ekonomi yang sedang menghantui, gelagak politik akbar juga diperkirakan akan terjadi.

Ulasan Muh. Akbar:
https://t.co/JHgFSCsvlU",omongomongcom,in
2022-12-28 11:21:46+00:00,1608060634914254853,"2023 sudah didepan mata, yuk belanja biar resesi semakin jauh! 

Ekonomi Indonesia diprediksi akan terus tumbuh di tahun depan, jadi enaknya investasi apa? Properti masih menjadi salah satu investasi yang menjanjikan, bahkan permintaan properti di Indonesia mengalami kenaikan. https://t.co/BxX8l5cCWy",Metland_id,in
2022-12-28 09:26:21+00:00,1608031589140926464,"Refleksi UMKM di Tahun 2022 dan Outlook Tahun 2023, Resesi Ekonomi Dunia https://t.co/3oSYnCBzkX",JakartaNewsID1,in
2022-12-28 08:56:06+00:00,1608023978089803776,"""Saya optimis kita mampu menghadapi ancaman ekonomi global, dan mengajak seluruh masyarakat agar positif dalam memandang ancaman ekonomi global sebagai tantangan untuk terus meningkatkan ekonomi,"" ujar Gus Muhaimin

#gaspoll #GusMuhaiminAsikPoll #resesi #ekonomi #2023 https://t.co/lJoh0iyVzi",LamonganPkb,in
2022-12-28 08:31:23+00:00,1608017756284399618,"Resesi ekonomi berlaku juga di dunia gaib, banyak setan yg mulai hilang pekerjaan menjelang 2023.",madheong,in
2022-12-28 08:26:02+00:00,1608016411506642944,Tips dari Ekonom agar Aman dari Ancaman Resesi Ekonomi 2023 #Ekonomi https://t.co/f3l5kV0qT5,jpnncom,in
2022-12-28 08:21:26+00:00,1608015251127283713,"Menuju Tahun Baru 2023, persaingan ekonomi di dunia menunjukan masing masing negara berupaya untuk menghindari resesi. Ekonomi Indonesia mampu menyaingi dua negara maju yaitu Amerika dan China. UMKM menjadi salah satu faktor utama majunya ekonomi Indonesia. https://t.co/tTnF8OEmb7",JayaKatwang15,in
2022-12-28 08:02:20+00:00,1608010445071462400,"Pak Bahlil ni orangnya pede dan pengen banget memajukan ekonomi ind di thn 2023, jangan termakan isu2 resesi dan semacamnya. Beliau solutif dalam memajukan UMKM.

Langsung aja vote disini gapake lama: https://t.co/nHXwZDGHax…
#BahlilPaten",jeonalkaaa,in
2022-12-28 06:30:29+00:00,1607987331587252225,Jokowi Kerja Nyata pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/MFw630XLsk,HinataAgustus,in
2022-12-28 06:24:03+00:00,1607985710820114434,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/0Xxx73ZHSE,kharism79,in
2022-12-28 06:17:24+00:00,1607984038815629312,"Partai Kebangkitan Bangsa (PKB) tawarkan program baru untuk mencegah resesi ekonomi yang dikhawatirkan terjadi pada 2023 mendatang.

https://t.co/XkQKTUTBhi",athoillah_sah,in
2022-12-28 06:11:24+00:00,1607982530590040064,"Berkaca pada pandemi, Indonesia dinilai mampu hadapi ancaman resesi

Menteri BUMN @erickthohir optimis, di 2023 ekonomi Indonesia tetap cerah &amp; tetap akan tumbuh di angka lima persen

#BangkitBersamaET https://t.co/VsiX0URoDU",chaterine_8,in
2022-12-28 06:10:29+00:00,1607982297768230912,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/R9ZOZI4KPN,sebhayu,in
2022-12-28 06:10:20+00:00,1607982261869191168,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/35RKs7ze1P,halaucovid,in
2022-12-28 06:08:10+00:00,1607981714525282307,"“Saya ingatkan, tahun 2023 dunia akan menghadapi ancaman resesi ekonomi global, termasuk Indonesia yang saat ini sedang mencoba pulih dan bangkit akibat pandemi COVID-19,"" kata ST Burhanuddin. https://t.co/GfGpaxW9xJ",kumparan,in
2022-12-28 04:56:56+00:00,1607963787809947649,"Pertumbuhan ekonomi Indonesia yg kuat pd thn 2022 dpt menjadi bekal untuk menghadapi potensi resesi global pada tahun 2023,bahkan Menteri BUMN @erickthohir optimis ekonomi Indonesia akan terus tumbuh cerah hingga tahun 2045.
#BangkitBersamaET https://t.co/VZy8HXTW6W",abi_sasaLL,in
2022-12-28 04:55:50+00:00,1607963511682142208,Ancaman resesi global semakin tinggi. Manfaatkan peluang Two Ways Opportunity ditengah ketidakpastian ekonomi di 2023. Bagaimana caranya? Tonton video di atas. https://t.co/NoyaNkR36Q,GKInvest,in
2022-12-28 04:12:17+00:00,1607952551001092098,"Udh mau 2023 msh aja ngebela artis kyk bela negara...😂
Gak usah dibela mereka dpt cuan,
Km dpt apa??

Pikirin aja diri sendiri, thn dpn resesi ekonomi msh bs makan gak?

Gak usah mampir2 di lapak org lain jika tak sepaham anjirr 😏",mickeykoew,in
2022-12-28 00:50:33+00:00,1607901786266030082,"Gus Muhaimin optimistis masyarakat Indonesia mampu menghadapi ancaman ekonomi dan resesi global. Sebab pertumbuhan ekonomi Indonesia diprediksi berkisar 4,5 hingga 5,3 persen di 2023.

#gaspoll #GusMuhaiminAsikPoll https://t.co/V4VvM9dbpO",gaspoll2024,in
2022-12-28 00:01:07+00:00,1607889343917731845,#GanjarPranowo Beri Tips Agar Ekonomi RI Tak Kena Ancaman Resesi 2023. 👍🏻👍🏻❤️🇮🇩✊💪 https://t.co/1iktLVYmwC,RizkiR4madani,in
2022-12-27 23:05:45+00:00,1607875410590863361,"Jelang Resesi Ekonomi 2023, Emak-Emak Harus Gimana? https://t.co/r44AoqD9e5 https://t.co/Ak5iD3ASwf",penulisprocom,in
2022-12-27 14:55:41+00:00,1607752080533639168,"melihat kemacetan kendaraan yg mau liburan, rasanya nggak mungkin resesi ekonomi 2023, optimis saja",adeirfan,in
2022-12-27 14:05:34+00:00,1607739468634816512,Ganjar Pranowo Beri Tips Agar Ekonomi RI Tak Kena Ancaman Resesi 2023 https://t.co/YrCfPjrcEn,Bisniscom,in
2022-12-27 13:45:48+00:00,1607734494488072193,"Kabarnya, tahun 2023 besok akan terjadi resesi ekonomi, ya?
Gimana kita harus menghadapinya?
Kalau kata mb @LeylaImtichanah kita harus punya strategi ekonomi yg baik.
Lalu apa hubungannya sama CEO perusahaan2 di Indonesia?
Kita simak Selasa ini di sini:

https://t.co/y3Lwac0bhy",dekamuslim,in
2022-12-27 12:10:22+00:00,1607710476254990339,"Siapa yg penasaran tugas CEO apa aja?Baca blog bu 
@duniaeni deh Selasa ini.Bicara ttg CEO,katanya tahun 2023 ada resesi.Tapi ternyata bbrp CEO perusahaan besar di Indonesia malah berusaha optimis dgn peningkatan ekonomi mendatang lho.Salah satunya CEO JNE
https://t.co/vAkHf3OK6o",april_hamsa,in
2022-12-27 12:06:55+00:00,1607709611737632768,aku memprediksi 2023 akan terjadi resesi ekonomi akibat kecanduan konser,arundaya__,in
2022-12-27 11:25:06+00:00,1607699084705697793,"Benarkah tahun 2023 terjadi resesi ekonomi? Ekonomi negara dalam kegelapan? DUh, serem ya mikirin ini. Mending baca yang positif aja deh,kayak berita CEO yang bertemu untuk diskusi soal ekonomi spt yang mb @LeylaImtichanah tulis ini,
https://t.co/eWjN2kyxNt Selasa",duniaeni,in
2022-12-27 10:57:11+00:00,1607692060932591616,Bersiap menghadapi potensi resesi 2023. Mari berdayakan ekonomi domestik dan perkuat ketahanan pangan Kabupaten Ciamis. https://t.co/n8qiunFkQn,herdiat_sunarya,in
2022-12-27 10:54:16+00:00,1607691325583024130,"""Dunia Gelap, Prediksi Resesi Ekonomi 2023"" https://t.co/SACDRTkF2T",idx_channel,in
2022-12-27 10:32:52+00:00,1607685940449017857,"Elon Musk dan beberapa ekonom barat memperkirakan akan terjadi resesi ekonomi di tahun 2023 dan diperkirakan mulai pulih di Q2 tahun 2024
.
Siap-siap ya gaess ☂️💪 https://t.co/vYB3rax5yr",BajulCoin,in
2022-12-27 10:16:40+00:00,1607681863669407747,"Langkah Penting Untuk Menghadapi Isu Resesi 2023

#EKONOMİ 
#INFO 

https://t.co/F5lC7hkyeq",DelixNews,in
2022-12-27 10:16:04+00:00,1607681713551052800,"Ramalan Resesi Ekonomi 2023 Versi Bank Dunia, ADB, hingga IMF https://t.co/BGOtVkTbQ6",Bisniscom,in
2022-12-27 07:34:40+00:00,1607641096452198402,"@ozaniska @waluhrebus @Nov_ietha @CNNIndonesia jangan heran,anggep aja ini latian,karena justru taun 2023 nanti yang ditakutin bukan resesi,tapi para fanboy yang tadinya bego tiba"" jadi pakar ekonomi/politik buat persiapan event besar di 2024 (contohnya ya buzer atau yang suka ngomong drandrundrandrun kalau beda opini) hehehe",Agustapratama9,in
2022-12-27 06:10:35+00:00,1607619935890464768,Pak Jokowi Hebat.. Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/weArz6jlr9,deniangria,in
2022-12-27 06:06:59+00:00,1607619031489736709,"Kami optimis di tahun 2023, meski di tengah resesi global, sektor pariwisata dan ekonomi kreatif akan terus mendatangkan banyak peluang usaha. Ikhtiar mewujudkan 4,4 juta penciptaan lapangan kerja baru di tahun 2024 bisa terwujud.",sandiuno,in
2022-12-27 01:24:54+00:00,1607548043129393153,"Pengamat kebijakan publik Dr. Erwin Permana merefleksi keadaan ekonomi 2022 serta memberikan pandangannya untuk ekonomi ke depan. Menurutnya, pada 2022, kapitalisme dan neoliberalisme makin menjadi dengan bayangan resesi global pada 2023 sehingga butuh solusi mendasar.",Fadlin10247517,in
2022-12-27 00:09:51+00:00,1607529152827260928,"Partai Kebangkitan Bangsa @DPP_PKB tawarkan program baru untuk mencegah resesi ekonomi yang dikhawatirkan terjadi pada 2023 mendatang.
https://t.co/ovGgovkagr",dpwpkbjatim_,in
2022-12-26 23:22:03+00:00,1607517126369382402,"""Prospek Ekonomi Indonesia 2023 ditengah Ancaman Resesi Global yang Suram dan Penuh Ketidakpastian""

Simak Pembahasannya dalam ""Outlook Indonesia 2023"" pada Selasa, 27 Desember 2022 pukul 08.00 WIB

LIVE di Radio Elshinta 90 FM dan Media Sosial Elshinta. https://t.co/LFGFDK9543",RadioElshinta,in
2022-12-26 23:19:24+00:00,1607516459986718721,"Pengamat kebijakan publik Dr. Erwin Permana merefleksi keadaan ekonomi 2022 serta memberikan pandangannya untuk ekonomi ke depan. Menurutnya, pada 2022, kapitalisme dan neoliberalisme makin menjadi dengan bayangan resesi global pada 2023 sehingga butuh solusi mendasar. https://t.co/j4pynCLsdp",Shari_Syahidah,in
2022-12-26 12:30:58+00:00,1607353276172996608,"Pengamat kebijakan publik Dr. Erwin Permana merefleksi keadaan ekonomi 2022 serta memberikan pandangannya untuk ekonomi ke depan. Menurutnya, pada 2022, kapitalisme dan neoliberalisme makin menjadi dengan bayangan resesi global pada 2023 

https://t.co/3mMx5SIqKP https://t.co/YdKzQbY7Nn",Syifa58509883,in
2022-12-26 12:08:13+00:00,1607347547470983169,"@MandiriRusman @BlekokUhuy @Rasanya_Abah @LAODE79285118 @MetdroS @JoyKailan @MNurhuda0209 @AntonKu08408962 @763916e81 @HRMalik12 @elonmusk @_M45Broo @BondanP63263423 @PaimoMontok @enny_endah2 @Kanjeng2022 @Kris_Simpati @HendraSien @harris_new2 @Gatal_Jamur @fariedza @Era25803754 @d30n3 @chillinaris_inc @BM7NOGO @jokowi @ruhutsitompul @aleumdaoen @alifahzi @azisaleasa @detektifcanon94 @Twitter @LumowaS @Karuhun_69 @kadrunbuatlucu2 @BeiKhiar @PlateJohnny @kemkominfo @ppidkominfo @BPRTIK_KOMINFO @Ir2Kominfo @kemkominfo_id @bpostelsdpppi @idenTIKKominfo @KejaksaanRI @PDemokrat @SitiNurbayaLHK @Syahrul_YL @SBYudhoyono Tim ekonomi memang harus antisipatif terhadap ancaman resesi global 2023 dan ketidakpastian tahun politik 2024 yg mengancam stabilitas makroekonomi #Indonesia.

Namun tampaknya hanya @kementan yg perlu figur baru krn kita membutuhkan ketahanan pangan dalam menghadapi resesi 2023. https://t.co/2BiJfJVb6f",_SEKNAS_RI,in
2022-12-26 10:39:56+00:00,1607325331354169347,"bersamamu, saya siap menghadapi ekonomi resesi 2023 🤚 https://t.co/56dEx1oDAN",rynssu,in
2022-12-26 08:36:33+00:00,1607294279684354049,Penelitian Ungkap Ekonomi Dunia Bakal Resesi Tahun 2023 https://t.co/Pq4PSQLXW8 https://t.co/p0W0GvC527,bisnisindo_id,in
2022-12-26 07:50:02+00:00,1607282575902642177,"Resesi Global Mengancam, Ekonomi Indonesia Bakal Lesu 9 Bulan di 2023 https://t.co/1EWDDVpL7s",liputan6dotcom,in
2022-12-26 07:43:42+00:00,1607280983417683968,Awas! Resesi 2023 Berdampak Pada Masyarakat Menengah ke Bawah #resesi #ekonomi #keuangan #fyp #fypシ #news #indopos https://t.co/o5qyV71gx7,indopos_id,in
2022-12-26 06:32:51+00:00,1607263151686574082,Bayang2 resesi dan perlambatan ekonomi di tahun 2023 https://t.co/krklA5aBUd,RIKOPEDIA2008,in
2022-12-26 06:11:31+00:00,1607257784361295873,"Kondisi Ekonomi RI Stabil, Siap Hadapi Resesi 2023. #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/NJ3d9Y4q68",majunusantaraku,in
2022-12-26 06:06:04+00:00,1607256409736978432,"Kondisi ekonomi RI stabil, siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/xfokc8VODF",fikri_rasyid33,in
2022-12-26 05:50:41+00:00,1607252541494165504,"Tahun 2022 akan berakhir beberapa hari lagi. Jika kamu dapat kembali ke masa lalu, apa yang akan kamu katakan pada dirimu yang lebih muda?

#2023goals #2023ready #2022year #resesi #resesi2023 #ResesiDunia #resesiglobal #resesiekonomi #resesiindonesia #resesiekonomi2023 https://t.co/S0mgpGHXcR",rizalconsulting,in
2022-12-26 05:48:42+00:00,1607252042191626240,"Tahun 2023 akan datang dengan beberapa tantangan termasuk resesi. Hal ini akan memengaruhi potensi ekonomi global termasuk Indonesia. Pun termasuk pada tingkat inflasi yang tinggi dan mengubah pola konsumsi masyarakat Indonesia

#MedcomID 

https://t.co/Znhfq3Vokd",medcom_id,in
2022-12-26 05:32:27+00:00,1607247952795566080,"Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023

#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/e0ihAGYgCE",gerbang_utama,in
2022-12-26 04:31:57+00:00,1607232727836930053,"Koordinasi Peresmian Masjid Raya Al-Jabbar, penandatanganan Nota Kesepakatan Vokasi Industri, menjadi pengisi acara pada program Brukbrak TVRI dengan tema strategi Pemprov Jabar Hadapi Ancaman Resesi Ekonomi 2023, pembacaan nominasi KIJB 2022,

Semangat selalu 😉 https://t.co/1mIzV0Q5tC",indagjabar,in
2022-12-26 03:56:44+00:00,1607223863917830146,"Mengutip berbagai sumber, berikut fakta terkait Indonesia terhindar dari resesi ekonomi 2023.",sariagri_id,in
